"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"01651800","WATTS BRANCH AT WASHINGTON, DC","ST",38.9011111,-76.9421944,"NAD83",10.73,NA,"02","0207","020700","02070010","MARFC"
"01652500","FOURMILE RUN AT ALEXANDRIA, VA","ST",38.8433333,-77.0858611,"NAD83",28.57,NA,"02","0207","020700","02070010","MARFC"
"01653000","CAMERON RUN AT ALEXANDRIA, VA","ST",38.8065021,-77.1097011,"NAD83",31.74,NA,"02","0207","020700","02070010","MARFC"
"01653600","PISCATAWAY CREEK AT PISCATAWAY, MD","ST",38.70577778,-76.9661944,"NAD83",7.63,NA,"02","0207","020700","02070010","MARFC"
"01654000","ACCOTINK CREEK NEAR ANNANDALE, VA","ST",38.81289066,-77.2283158,"NAD83",191.24,NA,"02","0207","020700","02070010","MARFC"
"01654500","LONG BRANCH NEAR ANNANDALE, VA","ST",38.8109462,-77.2349827,"NAD83",190.64,NA,"02","0207","020700","02070010","MARFC"
"01656000","CEDAR RUN NEAR CATLETT, VA","ST",38.63678689,-77.6249897,"NAD83",199.15,NA,"02","0207","020700","02070010","MARFC"
"01656903","FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA","ST",38.8823899,-77.4319047,"NAD83",256.8,NA,"02","0207","020700","02070010","MARFC"
"01658000","MATTAWOMAN CREEK NEAR POMONKEY, MD","ST",38.59613889,-77.05602778,"NAD83",39.76,NA,"02","0207","020700","02070011","MARFC"
"01658500","S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA","ST",38.5873427,-77.4285958,"NAD83",237.83,NA,"02","0207","020700","02070011","MARFC"
"01660400","AQUIA CREEK NEAR GARRISONVILLE, VA","ST",38.49040138,-77.4335942,"NAD83",119.68,NA,"02","0207","020700","02070011","MARFC"
"01660920","ZEKIAH SWAMP RUN NEAR NEWTOWN, MD","ST",38.4905833,-76.9270833,"NAD83",34.05,NA,"02","0207","020700","02070011","MARFC"
"01661050","ST CLEMENT CREEK NEAR CLEMENTS, MD","ST",38.33330556,-76.725,"NAD83",5.45,NA,"02","0207","020700","02070011","MARFC"
"01661500","ST MARYS RIVER AT GREAT MILLS, MD","ST",38.24175,-76.5036667,"NAD83",6.86,NA,"02","0207","020700","02070011","MARFC"
"01662800","BATTLE RUN NEAR LAUREL MILLS, VA","ST",38.65567564,-78.0738869,"NAD83",374.62,NA,"02","0208","020801","02080103","MARFC"
"01663500","HAZEL RIVER AT RIXEYVILLE, VA","ST",38.59178867,-77.9649962,"NAD83",287.74,NA,"02","0208","020801","02080103","MARFC"
"01664000","RAPPAHANNOCK RIVER AT REMINGTON, VA","ST",38.53067996,-77.8136045,"NAD83",251.6,NA,"02","0208","020801","02080103","MARFC"
"01665500","RAPIDAN RIVER NEAR RUCKERSVILLE, VA","ST",38.28068606,-78.340007,"NAD83",439.44,NA,"02","0208","020801","02080103","MARFC"
"01666500","ROBINSON RIVER NEAR LOCUST DALE, VA","ST",38.32513047,-78.0955557,"NAD83",283.7,NA,"02","0208","020801","02080103","MARFC"
"01667500","RAPIDAN RIVER NEAR CULPEPER, VA","ST",38.35040774,-77.9749972,"NAD83",241.36,NA,"02","0208","020801","02080103","MARFC"
"01668000","RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","ST",38.30846178,-77.52915268,"NAD83",70,NA,"02","0208","020801","02080104","MARFC"
"0166818623","MILL CREEK ABV PEUMANSEND CREEK NR PORT ROYAL, VA","ST",38.1296111,-77.2321667,"NAD83",36.78,NA,"02","0208","020801","02080104","MARFC"
"0166818985","MILL CREEK BLW PEUMANSEND CREEK NR PORT ROYAL, VA","ST",38.12894444,-77.2235,"NAD83",31.55,NA,"02","0208","020801","02080104","MARFC"
"01669000","PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA","ST",37.8770819,-76.900521,"NAD83",0.5,NA,"02","0208","020801","02080104","MARFC"
"01669520","DRAGON SWAMP AT MASCOT, VA","ST",37.6337529,-76.6963468,"NAD83",21.6,NA,"02","0208","020801","02080102","MARFC"
"01670400","NORTH ANNA RIVER NEAR PARTLOW, VA","ST",38.01291599,-77.7011007,"NAD83",167.45,NA,"02","0208","020801","02080106","MARFC"
"01671020","NORTH ANNA RIVER AT HART CORNER NEAR DOSWELL, VA","ST",37.85014024,-77.42775949,"NAD83",43,NA,"02","0208","020801","02080106","MARFC"
"01671025","NORTH ANNA RIVER ABOVE LITTLE RIVER NR DOSWELL, VA","ST",37.8256964,-77.4260929,"NAD83",35.3,NA,"02","0208","020801","02080106","MARFC"
"01671100","LITTLE RIVER NEAR DOSWELL, VA","ST",37.8726401,-77.5130392,"NAD83",132.3,NA,"02","0208","020801","02080106","MARFC"
"01672500","SOUTH ANNA RIVER NEAR ASHLAND, VA","ST",37.796809,-77.5488744,"NAD83",82.7,NA,"02","0208","020801","02080106","MARFC"
"01673000","PAMUNKEY RIVER NEAR HANOVER, VA","ST",37.76764189,-77.3322018,"NAD83",13.88,NA,"02","0208","020801","02080106","MARFC"
"01673550","TOTOPOTOMOY CREEK NEAR STUDLEY, VA","ST",37.6626434,-77.2577548,"NAD83",38.36,NA,"02","0208","020801","02080106","MARFC"
"01673800","PO RIVER NEAR SPOTSYLVANIA, VA","ST",38.1715215,-77.5947095,"NAD83",183.76,NA,"02","0208","020801","02080105","MARFC"
"01674000","MATTAPONI RIVER NEAR BOWLING GREEN, VA","ST",38.061801,-77.3858142,"NAD83",84.33,NA,"02","0208","020801","02080105","MARFC"
"01674182","POLECAT CREEK AT ROUTE 301 NEAR PENOLA, VA","ST",37.9603333,-77.3434444,"NAD83",67.11,NA,"02","0208","020801","02080105","MARFC"
"01674500","MATTAPONI RIVER NEAR BEULAHVILLE, VA","ST",37.88388889,-77.16527778,"NAD83",11.47,NA,"02","0208","020801","02080105","MARFC"
"02011400","JACKSON RIVER NEAR BACOVA, VA","ST",38.04234707,-79.8814439,"NAD83",1639.07,NA,"02","0208","020802","02080201","MARFC"
"02011460","BACK CREEK NEAR SUNRISE, VA","ST",38.24540129,-79.76866328,"NAD83",2199.81,NA,"02","0208","020802","02080201","MARFC"
"02011470","BACK CREEK AT SUNRISE, VA","ST",38.19040156,-79.81172,"NAD83",1968.26,NA,"02","0208","020802","02080201","MARFC"
"02011490","LITTLE BACK CREEK NEAR SUNRISE, VA","ST",38.21456767,-79.8375546,"NAD83",2638.29,NA,"02","0208","020802","02080201","MARFC"
"02011500","BACK CREEK NEAR MOUNTAIN GROVE, VA","ST",38.0695688,-79.8970003,"NAD83",1701.33,NA,"02","0208","020802","02080201","MARFC"
"02011800","JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS, VA","ST",37.94845825,-79.94922369,"NAD83",1399.51,NA,"02","0208","020802","02080201","MARFC"
"02013000","DUNLAP CREEK NEAR COVINGTON, VA","ST",37.8029022,-80.0470043,"NAD83",1294.29,NA,"02","0208","020802","02080201","MARFC"
"02013100","JACKSON RIVER BL DUNLAP CREEK AT COVINGTON, VA","ST",37.7887362,-80.00061319,"NAD83",1205.94,NA,"02","0208","020802","02080201","MARFC"
"02014000","POTTS CREEK NEAR COVINGTON, VA","ST",37.72901408,-80.0422802,"NAD83",1273.48,NA,"02","0208","020802","02080201","MARFC"
"02015700","BULLPASTURE RIVER AT WILLIAMSVILLE, VA","ST",38.19540308,-79.57032338,"NAD83",1610.14,NA,"02","0208","020802","02080201","MARFC"
"02016000","COWPASTURE RIVER NEAR CLIFTON FORGE, VA","ST",37.79179587,-79.7594917,"NAD83",1007.02,NA,"02","0208","020802","02080201","MARFC"
"02016500","JAMES RIVER AT LICK RUN, VA","ST",37.77374009,-79.7844925,"NAD83",977.63,NA,"02","0208","020802","02080201","MARFC"
"02017500","JOHNS CREEK AT NEW CASTLE, VA","ST",37.5062397,-80.106715,"NAD83",1254.3,NA,"02","0208","020802","02080201","MARFC"
"02018000","CRAIG CREEK AT PARR, VA","ST",37.66596174,-79.9114388,"NAD83",992.17,NA,"02","0208","020802","02080201","MARFC"
"02018500","CATAWBA CREEK NEAR CATAWBA, VA","ST",37.46818624,-80.00532199,"NAD83",1299.96,NA,"02","0208","020802","02080201","MARFC"
"02019500","JAMES RIVER AT BUCHANAN, VA","ST",37.53068995,-79.6789281,"NAD83",802.1,NA,"02","0208","020802","02080201","MARFC"
"02020500","CALFPASTURE RIVER ABOVE MILL CREEK AT GOSHEN, VA","ST",37.98790619,-79.49365288,"NAD83",1382.84,NA,"02","0208","020802","02080202","MARFC"
"02021500","MAURY RIVER AT ROCKBRIDGE BATHS, VA","ST",37.90735266,-79.42198289,"NAD83",1099.78,NA,"02","0208","020802","02080202","MARFC"
"02022500","KERRS CREEK NEAR LEXINGTON, VA","ST",37.82568687,-79.4430938,"NAD83",980.32,NA,"02","0208","020802","02080202","MARFC"
"02024000","MAURY RIVER NEAR BUENA VISTA, VA","ST",37.76263275,-79.3914251,"NAD83",845.74,NA,"02","0208","020802","02080202","MARFC"
"02024752","JAMES RIVER AT BLUE RIDGE PKWY NR BIG ISLAND, VA","ST",37.55541524,-79.3672547,"NAD83",600.8,NA,"02","0208","020802","02080203","MARFC"
"02024915","PEDLAR RIVER AT FOREST ROAD NEAR BUENA VISTA, VA","ST",37.6975,-79.2783333,"NAD83",1135,NA,"02","0208","020802","02080203","MARFC"
"02025500","JAMES RIVER AT HOLCOMB ROCK, VA","ST",37.5012508,-79.2625287,"NAD83",547.83,NA,"02","0208","020802","02080203","MARFC"
"02025652","HARRIS CREEK BELOW ROUTE 130 NEAR MONROE, VA","ST",37.48527778,-79.1666667,"NAD83",608.74,NA,"02","0208","020802","02080203","MARFC"
"02026000","JAMES RIVER AT BENT CREEK, VA","ST",37.5362539,-78.8294611,"NAD83",380.41,NA,"02","0208","020802","02080203","MARFC"
"02027000","TYE RIVER NEAR LOVINGSTON, VA","ST",37.71541868,-78.981691,"NAD83",575.39,NA,"02","0208","020802","02080203","MARFC"
"02027500","PINEY RIVER AT PINEY RIVER, VA","ST",37.7023625,-79.0275254,"NAD83",631.58,NA,"02","0208","020802","02080203","MARFC"
"02028500","ROCKFISH RIVER NEAR GREENFIELD, VA","ST",37.86958499,-78.8233543,"NAD83",532.29,NA,"02","0208","020802","02080203","MARFC"
"02029000","JAMES RIVER AT SCOTTSVILLE, VA","ST",37.7973651,-78.491398,"NAD83",252.47,NA,"02","0208","020802","02080203","MARFC"
"02030000","HARDWARE RIVER BL BRIERY RUN NR SCOTTSVILLE, VA","ST",37.81264259,-78.4552862,"NAD83",294.96,NA,"02","0208","020802","02080203","MARFC"
"02030500","SLATE RIVER NEAR ARVONIA, VA","ST",37.70292198,-78.37750429,"NAD83",238.78,NA,"02","0208","020802","02080203","MARFC"
"02031000","MECHUMS RIVER NEAR WHITE HALL, VA","ST",38.10263608,-78.5927935,"NAD83",429.75,NA,"02","0208","020802","02080204","MARFC"
"02032250","MOORMANS RIVER NEAR FREE UNION, VA","ST",38.1406902,-78.5558478,"NAD83",403.11,NA,"02","0208","020802","02080204","MARFC"
"02032640","N F RIVANNA RIVER NEAR EARLYSVILLE, VA","ST",38.1634674,-78.4247323,"NAD83",365,NA,"02","0208","020802","02080204","MARFC"
"02034000","RIVANNA RIVER AT PALMYRA, VA","ST",37.8579192,-78.2658373,"NAD83",210.39,NA,"02","0208","020802","02080204","MARFC"
"02035000","JAMES RIVER AT CARTERSVILLE, VA","ST",37.67097957,-78.0858328,"NAD83",163.9,NA,"02","0208","020802","02080205","MARFC"
"02036500","FINE CREEK AT FINE CREEK MILLS, VA","ST",37.59792515,-77.819718,"NAD83",156.59,NA,"02","0208","020802","02080205","MARFC"
"02037000","JAMES RIVER AND KANAWHA CANAL NEAR RICHMOND, VA","ST-CA",37.5645912,-77.5741546,"NAD83",106.07,NA,"02","0208","020802","02080205","MARFC"
"02037500","JAMES RIVER NEAR RICHMOND, VA","ST",37.5632022,-77.5469314,"NAD83",98.82,NA,"02","0208","020802","02080205","MARFC"
"02038850","HOLIDAY CREEK NEAR ANDERSONVILLE, VA","ST",37.41542434,-78.6358392,"NAD83",472.97,NA,"02","0208","020802","02080207","MARFC"
"02039000","BUFFALO CREEK NEAR HAMPDEN SYDNEY, VA","ST",37.25709664,-78.4863841,"NAD83",339.19,NA,"02","0208","020802","02080207","MARFC"
"02039500","APPOMATTOX RIVER AT FARMVILLE, VA","ST",37.3070965,-78.388607,"NAD83",280.94,NA,"02","0208","020802","02080207","MARFC"
"02040000","APPOMATTOX RIVER AT MATTOAX, VA","ST",37.42153845,-77.8588876,"NAD83",174.51,NA,"02","0208","020802","02080207","MARFC"
"02040892","APPOMATTOX RIVER AT ROUTE 602 NEAR MANNBORO, VA","ST",37.31805556,-77.8016667,"NAD83",160.66,NA,"02","0208","020802","02080207","MARFC"
"02041000","DEEP CREEK NEAR MANNBORO, VA","ST",37.28320595,-77.869722,"NAD83",177.2,NA,"02","0208","020802","02080207","MARFC"
"02041650","APPOMATTOX RIVER AT MATOACA, VA","ST",37.2251505,-77.475263,"NAD83",68.3,NA,"02","0208","020802","02080207","MARFC"
"02042222","JAMES RIVER ABV WEYANOKE POINT NR CHARLES CITY, VA","ST",37.2923611,-77.0787222,"NAD83",0,NA,"02","0208","020802","02080206","MARFC"
"02042500","CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA","ST",37.43625765,-77.0608027,"NAD83",4.77,NA,"02","0208","020802","02080206","MARFC"
"0204279245","STORM DRAIN AT RIVERS RDG CIR NR NEWPORT NEWS, VA","FA-STS",37.16720278,-76.5662167,"NAD83",NA,NA,"02","0208","020802","02080206","MARFC"
"0204279294","STORM DRAIN AT LAKEWOOD PK DR NR NEWPORT NEWS, VA","FA-STS",37.10255,-76.5444306,"NAD83",NA,NA,"02","0208","020802","02080206","MARFC"
"0204309906","CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA","ST-CA",36.69064444,-76.2123167,"NAD83",NA,NA,"03","0301","030102","03010205","SERFC"
"0204382800","PASQUOTANK RIVER NEAR SOUTH MILLS, NC","ST",36.42138889,-76.3425,"NAD83",-5.5,NA,"03","0301","030102","03010205","SERFC"
"02044500","NOTTOWAY RIVER NEAR RAWLINGS, VA","ST",36.9834822,-77.7997188,"NAD83",184.88,NA,"03","0301","030102","03010201","SERFC"
"02045320","NOTTOWAY RIVER AT ROUTE 609 NEAR MCKENNEY, VA","ST",36.9011111,-77.6736111,"NAD83",144.79,NA,"03","0301","030102","03010201","SERFC"
"02045500","NOTTOWAY RIVER NEAR STONY CREEK, VA","ST",36.90014978,-77.3996996,"NAD83",58.42,NA,"03","0301","030102","03010201","SERFC"
"02046000","STONY CREEK NEAR DINWIDDIE, VA","ST",37.0670942,-77.602489,"NAD83",129.94,NA,"03","0301","030102","03010201","SERFC"
"02047000","NOTTOWAY RIVER NEAR SEBRELL, VA","ST",36.7704276,-77.1660778,"NAD83",4.64,NA,"03","0301","030102","03010201","SERFC"
"02047500","BLACKWATER RIVER NEAR DENDRON, VA","ST",37.0251499,-76.8746824,"NAD83",0,NA,"03","0301","030102","03010202","SERFC"
"02047783","BLACKWATER RIVER AT ROUTE 620 NEAR ZUNI, VA","ST",36.90653868,-76.81995939,"NAD83",0,NA,"03","0301","030102","03010202","SERFC"
"02049500","BLACKWATER RIVER NEAR FRANKLIN, VA","ST",36.7626499,-76.89829369,"NAD83",0,NA,"03","0301","030102","03010202","SERFC"
"02050000","BLACKWATER RIVER AT HWYS 58/258 AT FRANKLIN, VA","ST",36.68042849,-76.918294,"NAD83",0,NA,"03","0301","030102","03010202","SERFC"
"02051000","NORTH MEHERRIN RIVER NEAR LUNENBURG, VA","ST",36.9973738,-78.3497182,"NAD83",333.7,NA,"03","0301","030102","03010204","SERFC"
"02051190","MEHERRIN RIVER AT RT 637 NEAR SOUTH HILL, VA","ST",36.78694444,-78.1175,"NAD83",190.72,NA,"03","0301","030102","03010204","SERFC"
"02051500","MEHERRIN RIVER NEAR LAWRENCEVILLE, VA","ST",36.71681395,-77.8316582,"NAD83",136.56,NA,"03","0301","030102","03010204","SERFC"
"02052000","MEHERRIN RIVER AT EMPORIA, VA","ST",36.69014954,-77.5405364,"NAD83",67.17,NA,"03","0301","030102","03010204","SERFC"
"02052090","MEHERRIN RIVER NEAR BRYANTS CORNER, VA","ST",36.57,-77.36138889,"NAD83",29.52,NA,"03","0301","030102","03010204","SERFC"
"02053200","POTECASI CREEK NEAR UNION, NC","ST",36.3708333,-77.0255556,"NAD83",3.53,NA,"03","0301","030102","03010204","SERFC"
"02053500","AHOSKIE CREEK AT AHOSKIE, NC","ST",36.28027778,-76.9994444,"NAD83",17.46,NA,"03","0301","030102","03010203","SERFC"
"02053800","S F ROANOKE RIVER NEAR SHAWSVILLE, VA","ST",37.1401323,-80.2664328,"NAD83",1361.87,NA,"03","0301","030101","03010101","SERFC"
"02054500","ROANOKE RIVER AT LAFAYETTE, VA","ST",37.23652179,-80.2092089,"NAD83",1174.47,NA,"03","0301","030101","03010101","SERFC"
"02054530","ROANOKE RIVER AT GLENVAR, VA","ST",37.26791157,-80.1394858,"NAD83",1100,NA,"03","0301","030101","03010101","SERFC"
"02054530","ROANOKE RIVER AT GLENVAR, VIRGINIA","ST",37.26791157,-80.1394858,"NAD83",1100,NA,"03","0301","030101","03010101","SERFC"
"02055000","ROANOKE RIVER AT ROANOKE, VA","ST",37.25847085,-79.9386485,"NAD83",906.21,NA,"03","0301","030101","03010101","SERFC"
"02055100","TINKER CREEK NEAR DALEVILLE, VA","ST",37.41763318,-79.9353193,"NAD83",1211.86,NA,"03","0301","030101","03010101","SERFC"
"02056000","ROANOKE RIVER AT NIAGARA, VA","ST",37.2551384,-79.87142539,"NAD83",819.5,NA,"03","0301","030101","03010101","SERFC"
"02056650","BACK CREEK NEAR DUNDEE, VA","ST",37.22763879,-79.8680915,"NAD83",822.67,NA,"03","0301","030101","03010101","SERFC"
"02056900","BLACKWATER RIVER NEAR ROCKY MOUNT, VA","ST",37.0451406,-79.8441993,"NAD83",876.45,NA,"03","0301","030101","03010101","SERFC"
"02058400","PIGG RIVER NEAR SANDY LEVEL, VA","ST",36.9459767,-79.5247508,"NAD83",616.25,NA,"03","0301","030101","03010101","SERFC"
"02059500","GOOSE CREEK NEAR HUDDLESTON, VA","ST",37.1731995,-79.5203076,"NAD83",592.91,NA,"03","0301","030101","03010101","SERFC"
"02060500","ROANOKE RIVER AT ALTAVISTA, VA","ST",37.10458716,-79.2953015,"NAD83",502.27,NA,"03","0301","030101","03010101","SERFC"
"02062500","ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA","ST",37.03944444,-78.9457222,"NAD83",351.08,NA,"03","0301","030101","03010102","SERFC"
"02065500","CUB CREEK AT PHENIX, VA","ST",37.0793112,-78.7636178,"NAD83",370.19,NA,"03","0301","030101","03010102","SERFC"
"02066000","ROANOKE (STAUNTON) RIVER AT RANDOLPH, VA","ST",36.91514189,-78.7408384,"NAD83",307.59,NA,"03","0301","030101","03010102","SERFC"
"02068500","DAN RIVER NEAR FRANCISCO, NC","ST",36.515,-80.3030556,"NAD83",831.99,NA,"03","0301","030101","03010103","SERFC"
"02069000","DAN RIVER AT PINE HALL, NC","ST",36.31930349,-80.0500424,"NAD83",563.4,NA,"03","0301","030101","03010103","SERFC"
"02069700","SOUTH MAYO RIVER NEAR NETTLERIDGE, VA","ST",36.570971,-80.1294928,"NAD83",871.6,NA,"03","0301","030101","03010103","SERFC"
"02070000","NORTH MAYO RIVER NEAR SPENCER, VA","ST",36.56819358,-79.98726539,"NAD83",730.94,NA,"03","0301","030101","03010103","SERFC"
"02070500","MAYO RIVER NEAR PRICE, NC","ST",36.53388889,-79.99138889,"NAD83",689.95,NA,"03","0301","030101","03010103","SERFC"
"02071000","DAN RIVER NEAR WENTWORTH, NC","ST",36.4125,-79.8261111,"NAD83",512.98,NA,"03","0301","030101","03010103","SERFC"
"02071530","SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE, VA","ST",36.778468,-80.24921848,"NAD83",1210,NA,"03","0301","030101","03010103","SERFC"
"02072000","SMITH RIVER NEAR PHILPOTT, VA","ST",36.7806925,-80.0247647,"NAD83",804.27,NA,"03","0301","030101","03010103","SERFC"
"02072500","SMITH RIVER AT BASSETT, VA","ST",36.77013709,-80.00087509,"NAD83",752.28,NA,"03","0301","030101","03010103","SERFC"
"02073000","SMITH RIVER AT MARTINSVILLE, VA","ST",36.6612486,-79.8805946,"NAD83",657.22,NA,"03","0301","030101","03010103","SERFC"
"02074000","SMITH RIVER AT EDEN, NC","ST",36.52555556,-79.7655556,"NAD83",539.56,NA,"03","0301","030101","03010103","SERFC"
"02074500","SANDY RIVER NEAR DANVILLE, VA","ST",36.6195825,-79.5041932,"NAD83",460.38,NA,"03","0301","030101","03010103","SERFC"
"02075045","DAN RIVER AT STP NEAR DANVILLE, VA","ST",36.56263889,-79.369744,"NAD83",364.64,NA,"03","0301","030101","03010104","SERFC"
"02075500","DAN RIVER AT PACES, VA","ST",36.64236056,-79.089459,"NAD83",322.48,NA,"03","0301","030101","03010104","SERFC"
"02077000","BANISTER RIVER AT HALIFAX, VA","ST",36.7765267,-78.9158438,"NAD83",315.54,NA,"03","0301","030101","03010105","SERFC"
"02077200","HYCO CREEK NEAR LEASBURG, NC","ST",36.39777778,-79.1966667,"NAD83",400.08,NA,"03","0301","030101","03010104","SERFC"
"02077303","HYCO R BL ABAY D NR MCGEHEES MILL, NC","ST",36.5225,-78.9975,"NAD83",342.98,NA,"03","0301","030101","03010104","SERFC"
"02077670","MAYO CR NR BETHEL HILL, NC","ST",36.5408333,-78.8719444,"NAD83",338.84,NA,"03","0301","030101","03010104","SERFC"
"02079640","ALLEN CREEK NEAR BOYDTON, VA","ST",36.67958589,-78.326664,"NAD83",216.5,NA,"03","0301","030101","03010106","SERFC"
"02080500","ROANOKE RIVER AT ROANOKE RAPIDS, NC","ST",36.46,-77.6336111,"NAD83",43.84,NA,"03","0301","030101","03010107","SERFC"
"0208111310","CASHIE RIVER AT SR1257 NEAR WINDSOR, NC","ST",36.04777778,-76.9841667,"NAD83",3.16,NA,"03","0301","030101","03010107","SERFC"
"02081500","TAR RIVER NEAR TAR RIVER, NC","ST",36.19416667,-78.5830556,"NAD83",286.34,NA,"03","0302","030201","03020101","SERFC"
"02081747","TAR R AT US 401 AT LOUISBURG, NC","ST",36.09305556,-78.2961111,"NAD83",175.75,NA,"03","0302","030201","03020101","SERFC"
"02081942","TAR RIVER AT NC-581 NEAR SPRING HOPE, NC","ST",35.8820861,-78.08953889,"NAD83",128.62,NA,"03","0302","030201","03020101","SERFC"
"0208250410","TAR RIVER BELOW DAM NEAR LANGLEY CROSSROADS, NC","ST",35.89987728,-77.88414888,"NAD83",104,775,"03","0302","030201","03020101","SERFC"
"02082585","TAR RIVER AT NC 97 AT ROCKY MOUNT, NC","ST",35.9547222,-77.7872222,"NAD83",52.81,NA,"03","0302","030201","03020101","SERFC"
"02082770","SWIFT CREEK AT HILLIARDSTON, NC","ST",36.1122222,-77.92,"NAD83",129.41,NA,"03","0302","030201","03020101","SERFC"
"02082950","LITTLE FISHING CREEK NEAR WHITE OAK, NC","ST",36.1833333,-77.8761111,"NAD83",115.44,NA,"03","0302","030201","03020102","SERFC"
"02083000","FISHING CREEK NEAR ENFIELD, NC","ST",36.15055556,-77.6930556,"NAD83",73.23,NA,"03","0302","030201","03020102","SERFC"
"02083500","TAR RIVER AT TARBORO, NC","ST",35.89444444,-77.5330556,"NAD83",9.32,NA,"03","0302","030201","03020103","SERFC"
"02084000","TAR RIVER AT GREENVILLE, NC","ST",35.61666667,-77.37277778,"NAD83",-3.54,NA,"03","0302","030201","03020103","SERFC"
"02084160","CHICOD CR AT SR1760 NEAR SIMPSON, NC","ST",35.56166667,-77.2308333,"NAD83",-1.1,NA,"03","0302","030201","03020103","SERFC"
"02084557","VAN SWAMP NEAR HOKE, NC","ST",35.7308333,-76.7461111,"NAD83",11.8,NA,"03","0302","030201","03020104","SERFC"
"02085000","ENO RIVER AT HILLSBOROUGH, NC","ST",36.0711111,-79.0955556,"NAD83",487.44,NA,"03","0302","030202","03020201","SERFC"
"02085070","ENO RIVER NEAR DURHAM, NC","ST",36.0722222,-78.9077778,"NAD83",269.92,NA,"03","0302","030202","03020201","SERFC"
"0208521324","LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC","ST",36.14166667,-78.9191667,"NAD83",382.89,NA,"03","0302","030202","03020201","SERFC"
"0208524090","MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC","ST",36.1497222,-78.8966667,"NAD83",360.95,NA,"03","0302","030202","03020201","SERFC"
"0208524975","LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC","ST",36.1133333,-78.8597222,"NAD83",270,NA,"03","0302","030202","03020201","SERFC"
"02085500","FLAT RIVER AT BAHAMA, NC","ST",36.18277778,-78.87888889,"NAD83",346.85,NA,"03","0302","030202","03020201","SERFC"
"02086500","FLAT RIVER AT DAM NEAR BAHAMA, NC","ST",36.1486111,-78.82888889,"NAD83",256.6,NA,"03","0302","030202","03020201","SERFC"
"02086624","KNAP OF REEDS CREEK NEAR BUTNER, NC","ST",36.12792215,-78.7983389,"NAD83",254.56,NA,"03","0302","030202","03020201","SERFC"
"0208675010","ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC","ST",36.01938889,-78.8947778,"NAD83",289.23,NA,"03","0302","030202","03020201","SERFC"
"02086849","ELLERBE CREEK NEAR GORMAN, NC","ST",36.05931106,-78.8325065,"NAD83",252.81,NA,"03","0302","030202","03020201","SERFC"
"02087183","NEUSE RIVER NEAR FALLS, NC","ST",35.94,-78.5808333,"NAD83",194.69,NA,"03","0302","030202","03020201","SERFC"
"0208726005","CRABTREE CR AT EBENEZER CHURCH RD NR RALEIGH, NC","ST",35.84527778,-78.7244444,"NAD83",225,NA,"03","0302","030202","03020201","SERFC"
"02087275","CRABTREE CREEK AT HWY 70 AT RALEIGH, NC","ST",35.83805556,-78.6741667,"NAD83",203.72,NA,"03","0302","030202","03020201","SERFC"
"02087324","CRABTREE CREEK AT US 1 AT RALEIGH, NC","ST",35.8111111,-78.6108333,"NAD83",182.27,NA,"03","0302","030202","03020201","SERFC"
"0208732534","PIGEON HOUSE CR AT CAMERON VILLAGE AT RALEIGH, NC","ST",35.7875,-78.6547222,"NAD83",304.44,0.27,"03","0302","030202","03020201","SERFC"
"0208732885","MARSH CREEK NEAR NEW HOPE, NC","ST",35.81694444,-78.5930556,"NAD83",196.63,NA,"03","0302","030202","03020201","SERFC"
"0208735012","ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC","ST",35.78,-78.66638889,"NAD83",308.61,1.17,"03","0302","030202","03020201","SERFC"
"02087359","WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC","ST",35.7583333,-78.5830556,"NAD83",190.8,NA,"03","0302","030202","03020201","SERFC"
"02087500","NEUSE RIVER NEAR CLAYTON, NC","ST",35.6472222,-78.4052778,"NAD83",128.41,NA,"03","0302","030202","03020201","SERFC"
"02087580","SWIFT CREEK NEAR APEX, NC","ST",35.71888889,-78.7522222,"NAD83",292.22,NA,"03","0302","030202","03020201","SERFC"
"0208758850","SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC","ST",35.6936111,-78.6922222,"NAD83",251.46,NA,"03","0302","030202","03020201","SERFC"
"0208773375","SWIFT CREEK AT SR1555 NEAR CLAYTON, NC","ST",35.575,-78.4986111,"NAD83",155.69,NA,"03","0302","030202","03020201","SERFC"
